species_id,name,lat,long,year,period,count,site_name,site_desc
1,Helmeted Honeyeater,-37.83,145.49794,2013,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.8285,145.49828,2012,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.8526,145.50218,2012,2011-2020,1,Yellingbo Nature Conservation Reserve - Red,Cockatoo Swamp - 600m east of Giles Road
1,Helmeted Honeyeater,-37.8444,145.49267,2012,2011-2020,1,Yellingbo Nature Conservation Reserve - Green,Cockatoo Swamp - 1.5km south of Melbourne Water pipeline
1,Helmeted Honeyeater,-37.8285,145.4985,2012,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.8297,145.49779,2012,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.83,145.49788,2012,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.8307,145.49783,2012,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.8289,145.49793,2012,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.8307,145.49781,2012,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.9984,145.72216,2012,2011-2020,1,Bunyip State Park - Tonimbuk Site 1,Diamond Creek - 1km north or Tonimbuk Hall
1,Helmeted Honeyeater,-37.8309,145.49777,2012,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.8307,145.49774,2012,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.83,145.49797,2012,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.8284,145.49845,2012,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.8306,145.49785,2012,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.83,145.49779,2012,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.974,145.74305,2012,2011-2020,1,Labertouche North,Bunyip River - 500m downstream of Black Snake Creek confluence
1,Helmeted Honeyeater,-37.8299,145.49787,2012,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.83,145.49796,2012,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.9855,145.75673,2012,2011-2020,1,Labertouche North,Bunyip River - Tea Tree Creek
1,Helmeted Honeyeater,-37.8336,145.49845,2012,2011-2020,1,Yellingbo Nature Conservation Reserve - White,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.8336,145.49845,2012,2011-2020,1,Yellingbo Nature Conservation Reserve - White,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.8306,145.49751,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.8306,145.49781,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.8307,145.49772,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.8306,145.49751,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.8307,145.49777,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.8306,145.49781,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.8293,145.49779,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.8308,145.49779,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.8308,145.49779,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.8307,145.49772,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.8293,145.49779,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.8306,145.49775,2011,2011-2020,1,Yellingbo Nature Conservation Reserve,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.8307,145.49777,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.8306,145.49775,2011,2011-2020,1,Yellingbo Nature Conservation Reserve,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.8292,145.49766,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.8292,145.49766,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.8307,145.49751,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.8281,145.4989,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.9858,145.75675,2011,2011-2020,1,Labertouche North,Bunyip River - Tea Tree Creek
1,Helmeted Honeyeater,-37.9709,145.73751,2011,2011-2020,1,Labertouche North,Bunyip River - Black Snake Creek
1,Helmeted Honeyeater,-37.8336,145.49845,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - White,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.828,145.49837,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.8306,145.49775,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.999,145.72301,2011,2011-2020,1,Bunyip State Park - Tonimbuk Site 1,Diamond Creek - 1km north or Tonimbuk Hall
1,Helmeted Honeyeater,-37.8437,145.49219,2011,2011-2020,1,Yellingbo Nature Conservation Reserve,Cockatoo Swamp - approx 1.2 kms south of Melb Water pipeline
1,Helmeted Honeyeater,-37.8437,145.49219,2011,2011-2020,1,Yellingbo Nature Conservation Reserve,Cockatoo Swamp - approx 1.2 kms south of Melb Water pipeline
1,Helmeted Honeyeater,-37.9851,145.75606,2011,2011-2020,1,Labertouche North,Site is Bunyip River - Tea Tree Creek
1,Helmeted Honeyeater,-37.9851,145.75606,2011,2011-2020,1,Labertouche North,Site is Bunyip River - Tea Tree Creek
1,Helmeted Honeyeater,-37.9698,145.73545,2011,2011-2020,1,Labertouche North,Site is Bunyip River -Black Snake Creek
1,Helmeted Honeyeater,-37.9711,145.73762,2011,2011-2020,1,Labertouche North,Site is Bunyip River -Black Snake Creek
1,Helmeted Honeyeater,-37.9698,145.73545,2011,2011-2020,1,Labertouche North,Site is Bunyip River -Black Snake Creek
1,Helmeted Honeyeater,-37.9711,145.73763,2011,2011-2020,1,2B-1,"Bunyip State Park, Bunyip River - Black snake creek confluence"
1,Helmeted Honeyeater,-37.9711,145.73762,2011,2011-2020,1,Labertouche North,Site is Bunyip River -Black Snake Creek
1,Helmeted Honeyeater,-37.8293,145.49779,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.8308,145.49779,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.9711,145.73762,2011,2011-2020,1,Labertouche North,Site is Bunyip River -Black Snake Creek
1,Helmeted Honeyeater,-37.9698,145.73545,2011,2011-2020,1,Labertouche North,Site is Bunyip River -Black Snake Creek
1,Helmeted Honeyeater,-37.8437,145.49219,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - Green,Cockatoo Swamp - approx 1.2 kms south of Melb Water pipeline
1,Helmeted Honeyeater,-37.8298,145.4978,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.845,145.49262,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - Green,Cockatoo Swamp - 1.5km south of Melbourne Water pipeline
1,Helmeted Honeyeater,-37.8288,145.49805,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.9851,145.75606,2011,2011-2020,1,Labertouche North,Site is Bunyip River - Tea Tree Creek
1,Helmeted Honeyeater,-37.8292,145.49766,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.8284,145.49906,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.999,145.72318,2011,2011-2020,1,Bunyip State Park - Tonimbuk Site 1,Diamond Creek - 1km north or Tonimbuk Hall
1,Helmeted Honeyeater,-37.846,145.49264,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - Green,Cockatoo Swamp - 1.5km south of Melbourne Water pipeline
1,Helmeted Honeyeater,-37.8438,145.49243,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - Green,Cockatoo Swamp - 1.5km south of Melbourne Water pipeline
1,Helmeted Honeyeater,-37.8288,145.49823,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.8296,145.49764,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.8307,145.49777,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.8438,145.4922,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - Green,Cockatoo Swamp - 1.5km south of Melbourne Water pipeline
1,Helmeted Honeyeater,-37.8284,145.49824,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.8307,145.49772,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.8306,145.49751,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.8447,145.49214,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - Green,Cockatoo Swamp - 1.5km south of Melbourne Water pipeline
1,Helmeted Honeyeater,-37.8297,145.49794,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.8282,145.4991,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.8299,145.49797,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.8282,145.49827,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.8438,145.49227,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - Green,Cockatoo Swamp - 1.5km south of Melbourne Water pipeline
1,Helmeted Honeyeater,-37.846,145.49304,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - Green,Cockatoo Swamp - 1.5km south of Melbourne Water pipeline
1,Helmeted Honeyeater,-37.8462,145.49323,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - Green,Cockatoo Swamp - 1.5km south of Melbourne Water pipeline
1,Helmeted Honeyeater,-37.8447,145.49259,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - Green,Cockatoo Swamp - 1.5km south of Melbourne Water pipeline
1,Helmeted Honeyeater,-37.8306,145.49781,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.9987,145.72308,2011,2011-2020,1,Bunyip State Park - Tonimbuk Site 1,Diamond Creek - 1km north or Tonimbuk Hall
1,Helmeted Honeyeater,-37.9986,145.72215,2011,2011-2020,1,Bunyip State Park - Tonimbuk Site 1,Diamond Creek - 1km north or Tonimbuk Hall
1,Helmeted Honeyeater,-37.8285,145.49869,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.8283,145.4984,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.8287,145.49815,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.8301,145.49793,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.8297,145.4978,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.8292,145.4978,2011,2011-2020,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.9946,145.71185,2010,2000-2010,1,Bunyip State Park - Tonimbuk Site 2,Diamond Creek - 1.5km north-west of Tonimbuk Hall
1,Helmeted Honeyeater,-37.9946,145.71185,2010,2000-2010,1,Bunyip State Park - Tonimbuk Site 2,Diamond Creek - 1.5km north-west of Tonimbuk Hall
1,Helmeted Honeyeater,-37.829,145.49808,2010,2000-2010,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.829,145.49808,2010,2000-2010,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.9987,145.72312,2010,2000-2010,1,Bunyip State Park - Tonimbuk Site 1,Diamond Creek - 1km north of Tonimbuk Hall
1,Helmeted Honeyeater,-37.9987,145.72312,2010,2000-2010,1,Bunyip State Park - Tonimbuk Site 1,Diamond Creek - 1km north of Tonimbuk Hall
1,Helmeted Honeyeater,-37.9959,145.72846,2010,2000-2010,1,Adjacent to Bunyip State Park (private property),1.7km north-east of Tonimbuk Hall
1,Helmeted Honeyeater,-37.9959,145.72846,2010,2000-2010,1,Adjacent to Bunyip State Park (private property),1.7km north-east of Tonimbuk Hall
1,Helmeted Honeyeater,-37.83,145.49788,2010,2000-2010,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.8293,145.49809,2010,2000-2010,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.83,145.49788,2010,2000-2010,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.8293,145.49809,2010,2000-2010,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.9942,145.71143,2010,2000-2010,1,Bunyip State Park - Tonimbuk Site 2,Diamond Creek - 1.5km north-west of Tonimbuk Hall
1,Helmeted Honeyeater,-37.9942,145.71143,2010,2000-2010,1,Bunyip State Park - Tonimbuk Site 2,Diamond Creek - 1.5km north-west of Tonimbuk Hall
1,Helmeted Honeyeater,-37.8306,145.49758,2010,2000-2010,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.8306,145.49758,2010,2000-2010,1,Yellingbo Nature Conservation Reserve - Blue,Cockatoo Swamp - Melbourne Water pipeline vicinity
1,Helmeted Honeyeater,-37.9992,145.72322,2010,2000-2010,1,Bunyip State Park - Tonimbuk Site 1,Diamond Creek - 1km north of Tonimbuk Hall
1,Helmeted Honeyeater,-37.9992,145.72322,2010,2000-2010,1,Bunyip State Park - Tonimbuk Site 1,Diamond Creek - 1km north of Tonimbuk Hall
1,Helmeted Honeyeater,-37.8459,145.49322,2010,2000-2010,1,Yellingbo Nature Conservation Reserve - Green,Cockatoo Swamp - 1.5km south of Melbourne Water pipeline
1,Helmeted Honeyeater,-37.8459,145.49322,2010,2000-2010,1,Yellingbo Nature Conservation Reserve - Green,Cockatoo Swamp - 1.5km south of Melbourne Water pipeline
